"","batches"
"1361","SRP040622"
"1362","SRP040622"
"1363","SRP040622"
"1364","SRP040622"
"1365","SRP040622"
"1366","SRP040998"
"1367","SRP040622"
"1368","SRP040622"
"1369","SRP040622"
"1370","SRP040998"
"1371","SRP040998"
"1372","SRP040998"
"1373","SRP040998"
"1374","SRP040998"
"1375","SRP040998"
"1376","SRP040998"
"1377","SRP040998"
"1378","SRP040998"
"1379","SRP040998"
"1380","SRP040998"
"1381","SRP040998"
"1382","SRP040998"
"1383","SRP040998"
"1384","SRP040998"
"1385","SRP040998"
"1386","SRP040998"
"1387","SRP040998"
"1388","SRP040998"
"1389","SRP040998"
"1390","SRP040998"
"1391","SRP040998"
"1392","SRP040998"
"1393","SRP040998"
"1394","SRP040998"
"1395","SRP040998"
"1396","SRP040998"
"1397","SRP040998"
"1398","SRP040998"
"1399","SRP040998"
"1400","SRP040998"
"1401","SRP040998"
"1402","SRP040998"
"1403","SRP040998"
"1404","SRP040998"
"1405","SRP040998"
"1406","SRP040998"
"1407","SRP040998"
"1408","SRP040998"
"1409","SRP040998"
"1410","SRP040998"
"1411","SRP041538"
"1412","SRP041531"
"1413","SRP041531"
"1414","SRP041538"
"1415","SRP041538"
"1416","SRP041538"
"1417","SRP041538"
"1418","SRP041538"
"1419","SRP041538"
"1420","SRP041538"
"1421","SRP041538"
"1422","SRP041538"
"1423","SRP041538"
"1424","SRP041538"
"1425","SRP041538"
"1426","SRP041538"
"1427","SRP041538"
"1428","SRP041538"
"1429","SRP041538"
"1430","SRP041538"
"1431","SRP041538"
"1432","SRP041538"
"1433","SRP041538"
"1434","SRP041538"
"1435","SRP041538"
"1436","SRP041538"
"1437","SRP041538"
"1438","SRP041538"
"1439","SRP041538"
"1440","SRP041538"
"1441","SRP041538"
"1442","SRP041538"
"1443","SRP041538"
"1444","SRP041538"
"1445","SRP041538"
"1446","SRP041538"
"1447","SRP041538"
"1448","SRP041538"
"1449","SRP041538"
"1450","SRP041538"
"1451","SRP041538"
"1452","SRP041538"
"1453","SRP041538"
"1454","SRP041538"
"1455","SRP041538"
"1456","SRP041538"
"1457","SRP041538"
"1458","SRP041538"
"1459","SRP041538"
"1460","SRP041538"
"1461","SRP041538"
"1462","SRP041538"
"1463","SRP041538"
"1464","SRP041538"
"1465","SRP041538"
"1466","SRP041538"
"1467","SRP041538"
"1468","SRP041538"
"1469","SRP041538"
"1470","SRP041538"
"1471","SRP041538"
"1472","SRP041538"
"1473","SRP041538"
"1474","SRP041538"
"1475","SRP041538"
"1476","SRP041538"
"1477","SRP041538"
"1478","SRP041538"
"1479","SRP041538"
"1480","SRP041538"
"1481","SRP041538"
"1482","SRP041538"
"1483","SRP041538"
"1484","SRP041538"
"1485","SRP041538"
"1486","SRP041538"
"1487","SRP041538"
"1488","SRP041538"
"1489","SRP041538"
"1490","SRP041538"
"1491","SRP041538"
"1492","SRP041538"
"1493","SRP041538"
"1494","SRP041538"
"1495","SRP041538"
"1496","SRP041538"
"1497","SRP041538"
"1498","SRP041538"
"1499","SRP041538"
"1500","SRP041538"
"1501","SRP041538"
"1502","SRP041538"
"1503","SRP041538"
"1504","SRP041538"
"1505","SRP041538"
"1506","SRP041538"
"1507","SRP041538"
"1508","SRP041538"
"1509","SRP041538"
"1510","SRP041538"
"1511","SRP041538"
"1512","SRP041538"
"1513","SRP041538"
"1514","SRP041538"
"1515","SRP041538"
"1516","SRP041538"
"1517","SRP041538"
"1518","SRP041538"
"1519","SRP041538"
"1520","SRP041538"
"1521","SRP041538"
"1522","SRP041538"
"1523","SRP041538"
"1524","SRP041538"
"1525","SRP041538"
"1526","SRP041538"
"1527","SRP041538"
"1528","SRP041538"
"1529","SRP041538"
"1530","SRP041538"
"1531","SRP041538"
"1532","SRP041538"
"1533","SRP041538"
"1534","SRP041538"
"1535","SRP041538"
"1536","SRP041538"
"1537","SRP041538"
"1538","SRP041538"
"1539","SRP041538"
"1540","SRP041538"
"1541","SRP041538"
"1542","SRP041538"
"1543","SRP041538"
"1544","SRP041538"
"1545","SRP041538"
"1546","SRP041538"
"1547","SRP041538"
"1548","SRP041538"
"1549","SRP041538"
"1550","SRP041538"
"1551","SRP041538"
"1552","SRP041538"
"1553","SRP041538"
"1554","SRP041538"
"1555","SRP041538"
"1556","SRP041538"
"1557","SRP041538"
"1558","SRP041538"
"1559","SRP041538"
"1560","SRP041538"
"1561","SRP041538"
"1562","SRP041538"
"1563","SRP041538"
"1564","SRP041538"
"1565","SRP041538"
"1566","SRP041538"
"1567","SRP041538"
"1568","SRP041538"
"1569","SRP041538"
"1570","SRP041538"
"1571","SRP041538"
"1572","SRP041538"
"1573","SRP041538"
"1574","SRP041538"
"1575","SRP041538"
"1576","SRP041538"
"1577","SRP041538"
"1578","SRP041538"
"1579","SRP041538"
"1580","SRP041538"
"1581","SRP041538"
"1582","SRP041538"
"1583","SRP041538"
"1584","SRP041538"
"1585","SRP041538"
"1586","SRP041538"
"1587","SRP041538"
"1588","SRP041538"
"1589","SRP041538"
"1590","SRP041538"
"1591","SRP041538"
"1592","SRP041538"
"1593","SRP041538"
"1594","SRP041538"
"1595","SRP041538"
"1596","SRP041538"
"1597","SRP041538"
"1598","SRP041531"
"1599","SRP041538"
"1600","SRP041531"
"1601","SRP041538"
"1602","SRP041538"
"1603","SRP041620"
"1604","SRP041531"
"1605","SRP041531"
"1606","SRP041620"
"1607","SRP041620"
"1608","SRP041531"
"1609","SRP041531"
"1610","SRP041620"
"1611","SRP041620"
"1612","SRP041620"
"1613","SRP041620"
"1614","SRP041620"
"1615","SRP041620"
"1616","SRP041620"
"1617","SRP041620"
"1618","SRP041620"
"1619","SRP041620"
"1620","SRP041620"
"1621","SRP041620"
"1622","SRP041620"
"1623","SRP041620"
"1624","SRP041620"
"1625","SRP041620"
"1626","SRP041620"
"1627","SRP041620"
"1628","SRP041620"
"1629","SRP041620"
"1630","SRP041620"
"1631","SRP041620"
"1632","SRP041620"
"1633","SRP041706"
"1634","SRP041706"
"1635","SRP041706"
"1636","SRP042086"
"1637","SRP042086"
"1638","SRP042086"
"1639","SRP042086"
"1640","SRP042086"
"1641","SRP041706"
"1642","SRP042086"
"1643","SRP042086"
"1644","SRP042086"
"1645","SRP042086"
"1646","SRP042086"
"1647","SRP042086"
"1648","SRP042086"
"1649","SRP042086"
"1650","SRP041706"
"1651","SRP042086"
"1652","SRP042086"
"1653","SRP041706"
"1654","SRP042086"
"1655","SRP042086"
"1656","SRP042086"
"1657","SRP042228"
"1658","SRP042228"
"1659","SRP042228"
"1660","SRP042228"
"1661","SRP042228"
"1662","SRP042228"
"1663","SRP042228"
"1664","SRP042228"
"1665","SRP042228"
"1666","SRP042228"
"1667","SRP042228"
"1668","SRP042228"
"1669","SRP042228"
"1670","SRP042228"
"1671","SRP042228"
"1672","SRP042228"
"1673","SRP042228"
"1674","SRP042228"
"1675","SRP042228"
"1676","SRP042228"
"1677","SRP042228"
"1678","SRP042228"
"1679","SRP042228"
"1680","SRP042228"
"1681","SRP042228"
"1682","SRP042228"
"1683","SRP042228"
"1684","SRP042228"
"1685","SRP042228"
"1686","SRP042228"
"1687","SRP042228"
"1688","SRP042228"
"1689","SRP042228"
"1690","SRP042228"
"1691","SRP042228"
"1692","SRP042228"
"1693","SRP042228"
"1694","SRP042228"
"1695","SRP042228"
"1696","SRP042228"
"1697","SRP042228"
"1698","SRP042228"
"1699","SRP042228"
"1700","SRP042228"
"1701","SRP042228"
"1702","SRP042228"
"1703","SRP042228"
"1704","SRP042228"
"1705","SRP042228"
"1706","SRP042228"
"1707","SRP042228"
"1708","SRP042228"
"1709","SRP042228"
"1710","SRP042228"
"1711","SRP042228"
"1712","SRP042228"
"1713","SRP042228"
"1714","SRP042228"
"1715","SRP042228"
"1716","SRP042228"
"1717","SRP042228"
"1718","SRP042228"
"1719","SRP042228"
"1720","SRP042228"
"1721","SRP042228"
"1722","SRP042228"
"1723","SRP042228"
"1724","SRP042228"
"1725","SRP042228"
"1726","SRP042228"
"1727","SRP042228"
"1728","SRP042228"
"1729","SRP042228"
"1730","SRP042228"
"1731","SRP042228"
"1732","SRP042228"
"1733","SRP042228"
"1734","SRP042228"
"1735","SRP042228"
"1736","SRP042228"
"1737","SRP042228"
"1738","SRP042228"
"1739","SRP042228"
"1740","SRP042228"
"1741","SRP042228"
"1742","SRP042228"
"1743","SRP042228"
"1744","SRP042228"
"1745","SRP042228"
"1746","SRP042228"
"1747","SRP049820"
"1748","SRP049820"
"1749","SRP063499"
"1750","SRP062966"
"1751","SRP049820"
"1752","SRP057793"
"1753","SRP042620"
"1754","SRP073813"
"1755","SRP065812"
"1756","SRP044668"
"1757","SRP068591"
"1758","SRP071203"
"1759","SRP067827"
"1760","SRP042228"
"1761","SRP045225"
"1762","SRP048801"
"1763","SRP062966"
"1764","SRP055835"
"1765","SRP047122"
"1766","SRP066118"
"1767","SRP067311"
"1768","SRP073813"
"1769","SRP061888"
"1770","SRP058351"
"1771","SRP051844"
"1772","SRP057793"
"1773","SRP057793"
"1774","SRP071203"
"1775","SRP056477"
"1776","SRP059720"
"1777","SRP051844"
"1778","SRP052740"
"1779","SRP068591"
"1780","SRP042228"
"1781","SRP052740"
"1782","SRP052740"
"1783","SRP042228"
"1784","SRP048801"
"1785","SRP071758"
"1786","SRP071760"
"1787","SRP042228"
"1788","SRP068591"
"1789","SRP045126"
"1790","SRP071760"
"1791","SRP049592"
"1792","SRP042228"
"1793","SRP048801"
"1794","SRP065812"
"1795","SRP056477"
"1796","SRP051844"
"1797","SRP059039"
"1798","SRP042228"
"1799","SRP055438"
"1800","SRP049097"
"1801","SRP048759"
"1802","SRP057793"
"1803","SRP044668"
"1804","SRP055438"
"1805","SRP055438"
"1806","SRP057793"
"1807","SRP042620"
"1808","SRP042620"
"1809","SRP065812"
"1810","SRP042620"
"1811","SRP068976"
"1812","SRP042228"
"1813","SRP057793"
"1814","SRP067276"
"1815","SRP045225"
"1816","SRP068591"
"1817","SRP042620"
"1818","SRP044668"
"1819","SRP050003"
"1820","SRP069212"
"1821","SRP073813"
"1822","SRP073813"
"1823","SRP068976"
"1824","SRP048801"
"1825","SRP042228"
"1826","SRP057793"
"1827","SRP042228"
"1828","SRP042228"
"1829","SRP073813"
"1830","SRP042228"
"1831","SRP042228"
"1832","SRP072713"
"1833","SRP057793"
"1834","SRP069235"
"1835","SRP073347"
"1836","SRP060205"
"1837","SRP062284"
"1838","SRP044668"
"1839","SRP045225"
"1840","SRP048801"
"1841","SRP048801"
"1842","SRP071203"
"1843","SRP062132"
"1844","SRP044668"
"1845","SRP070710"
"1846","SRP071758"
"1847","SRP062966"
"1848","SRP044668"
"1849","SRP059720"
"1850","SRP059588"
"1851","SRP045500"
"1852","SRP045225"
"1853","SRP048801"
"1854","SRP056604"
"1855","SRP043085"
"1856","SRP055438"
"1857","SRP042228"
"1858","SRP051844"
"1859","SRP068591"
"1860","SRP071760"
"1861","SRP073813"
"1862","SRP043470"
"1863","SRP062966"
"1864","SRP057793"
"1865","SRP060016"
"1866","SRP071932"
"1867","SRP045225"
"1868","SRP042228"
"1869","SRP069212"
"1870","SRP062885"
"1871","SRP068976"
"1872","SRP049408"
"1873","SRP068976"
"1874","SRP062966"
"1875","SRP048801"
"1876","SRP070548"
"1877","SRP059039"
"1878","SRP073813"
"1879","SRP062885"
"1880","SRP048801"
"1881","SRP048801"
"1882","SRP049408"
"1883","SRP051844"
"1884","SRP059039"
"1885","SRP073191"
"1886","SRP060566"
"1887","SRP071203"
"1888","SRP057793"
"1889","SRP072494"
"1890","SRP056477"
"1891","SRP059720"
"1892","SRP060016"
"1893","SRP050087"
"1894","SRP042620"
"1895","SRP052056"
"1896","SRP062132"
"1897","SRP069212"
"1898","SRP069212"
"1899","SRP067276"
"1900","SRP060205"
"1901","SRP042620"
"1902","SRP065812"
"1903","SRP062132"
"1904","SRP072494"
"1905","SRP057793"
"1906","SRP045900"
"1907","SRP057793"
"1908","SRP068591"
"1909","SRP068976"
"1910","SRP051844"
"1911","SRP042228"
"1912","SRP055438"
"1913","SRP043694"
"1914","SRP073813"
"1915","SRP070548"
"1916","SRP062132"
"1917","SRP073347"
"1918","SRP073446"
"1919","SRP042228"
"1920","SRP048801"
"1921","SRP045225"
"1922","SRP057793"
"1923","SRP056477"
"1924","SRP042228"
"1925","SRP069212"
"1926","SRP048801"
"1927","SRP048801"
"1928","SRP071203"
"1929","SRP044668"
"1930","SRP048801"
"1931","SRP069212"
"1932","SRP068591"
"1933","SRP071758"
"1934","SRP042620"
"1935","SRP049408"
"1936","SRP062966"
"1937","SRP073813"
"1938","SRP063006"
"1939","SRP048801"
"1940","SRP049408"
"1941","SRP048801"
"1942","SRP050551"
"1943","SRP051844"
"1944","SRP042228"
"1945","SRP044668"
"1946","SRP063838"
"1947","SRP044668"
"1948","SRP048759"
"1949","SRP073813"
"1950","SRP048801"
"1951","SRP061888"
"1952","SRP062966"
"1953","SRP042228"
"1954","SRP055874"
"1955","SRP057793"
"1956","SRP073813"
"1957","SRP052896"
"1958","SRP073813"
"1959","SRP073813"
"1960","SRP068976"
"1961","SRP071758"
"1962","SRP070710"
"1963","SRP073813"
"1964","SRP044668"
"1965","SRP042620"
"1966","SRP048801"
"1967","SRP064165"
"1968","SRP049408"
"1969","SRP062132"
"1970","SRP056477"
"1971","SRP042228"
"1972","SRP069235"
"1973","SRP045500"
"1974","SRP048801"
"1975","SRP052615"
"1976","SRP068591"
"1977","SRP042620"
"1978","SRP057793"
"1979","SRP055438"
"1980","SRP056792"
"1981","SRP044668"
"1982","SRP068976"
"1983","SRP065812"
"1984","SRP059039"
"1985","SRP069212"
"1986","SRP056477"
"1987","SRP071203"
"1988","SRP042620"
"1989","SRP049820"
"1990","SRP042620"
"1991","SRP066090"
"1992","SRP049820"
"1993","SRP045225"
"1994","SRP058667"
"1995","SRP062966"
"1996","SRP065193"
"1997","SRP058722"
"1998","SRP065317"
"1999","SRP057793"
"2000","SRP073191"
"2001","SRP045225"
"2002","SRP073813"
"2003","SRP068591"
"2004","SRP068591"
"2005","SRP068976"
"2006","SRP042620"
"2007","SRP048801"
"2008","SRP060566"
"2009","SRP073813"
"2010","SRP042620"
"2011","SRP068591"
"2012","SRP050551"
"2013","SRP049820"
"2014","SRP042620"
"2015","SRP050551"
"2016","SRP048801"
"2017","SRP062966"
"2018","SRP055438"
"2019","SRP071758"
"2020","SRP045225"
"2021","SRP062966"
"2022","SRP061888"
"2023","SRP048801"
"2024","SRP072693"
"2025","SRP068591"
"2026","SRP050087"
"2027","SRP073813"
"2028","SRP045225"
"2029","SRP048801"
"2030","SRP055438"
"2031","SRP042228"
"2032","SRP071760"
"2033","SRP068591"
"2034","SRP073813"
"2035","SRP042228"
"2036","SRP050272"
"2037","SRP055438"
"2038","SRP051844"
"2039","SRP048801"
"2040","SRP060205"
"2041","SRP068976"
"2042","SRP073191"
"2043","SRP042228"
"2044","SRP073813"
"2045","SRP068976"
"2046","SRP064478"
"2047","SRP050003"
"2048","SRP071203"
"2049","SRP048801"
"2050","SRP070780"
"2051","SRP042228"
"2052","SRP049820"
"2053","SRP062966"
"2054","SRP042228"
"2055","SRP044668"
"2056","SRP044668"
"2057","SRP071203"
"2058","SRP068976"
"2059","SRP071758"
"2060","SRP048759"
"2061","SRP042228"
"2062","SRP062284"
"2063","SRP069212"
"2064","SRP051844"
"2065","SRP070780"
"2066","SRP067311"
"2067","SRP048801"
"2068","SRP058107"
"2069","SRP050272"
"2070","SRP060205"
"2071","SRP059720"
"2072","SRP048801"
"2073","SRP066090"
"2074","SRP060205"
"2075","SRP069212"
"2076","SRP073347"
"2077","SRP048801"
"2078","SRP049820"
"2079","SRP052056"
"2080","SRP073813"
"2081","SRP057118"
"2082","SRP066118"
"2083","SRP069212"
"2084","SRP062885"
"2085","SRP062966"
"2086","SRP073447"
"2087","SRP072494"
"2088","SRP056477"
"2089","SRP052896"
"2090","SRP073813"
"2091","SRP071203"
"2092","SRP068591"
"2093","SRP048759"
"2094","SRP048801"
"2095","SRP045500"
"2096","SRP048801"
"2097","SRP052740"
"2098","SRP048801"
"2099","SRP048801"
"2100","SRP052740"
"2101","SRP059588"
"2102","SRP062966"
"2103","SRP073446"
"2104","SRP068976"
"2105","SRP068591"
"2106","SRP067311"
"2107","SRP048801"
"2108","SRP071203"
"2109","SRP055874"
"2110","SRP048801"
"2111","SRP049097"
"2112","SRP042620"
"2113","SRP043391"
"2114","SRP071758"
"2115","SRP042228"
"2116","SRP043391"
"2117","SRP069235"
"2118","SRP062132"
"2119","SRP060205"
"2120","SRP073813"
"2121","SRP073813"
"2122","SRP048801"
"2123","SRP071203"
"2124","SRP052896"
"2125","SRP072693"
"2126","SRP048801"
"2127","SRP072494"
"2128","SRP068976"
"2129","SRP052740"
"2130","SRP042228"
"2131","SRP067311"
"2132","SRP049592"
"2133","SRP048801"
"2134","SRP050003"
"2135","SRP065491"
"2136","SRP060016"
"2137","SRP044668"
"2138","SRP073813"
"2139","SRP052740"
"2140","SRP051844"
"2141","SRP042620"
"2142","SRP071203"
"2143","SRP067827"
"2144","SRP069357"
"2145","SRP069357"
"2146","SRP068976"
"2147","SRP051825"
"2148","SRP068591"
"2149","SRP073813"
"2150","SRP073813"
"2151","SRP073191"
"2152","SRP042228"
"2153","SRP048801"
"2154","SRP048801"
"2155","SRP072494"
"2156","SRP072693"
"2157","SRP052615"
"2158","SRP048801"
"2159","SRP057793"
"2160","SRP055835"
"2161","SRP042620"
"2162","SRP071758"
"2163","SRP059588"
"2164","SRP073813"
"2165","SRP073813"
"2166","SRP042228"
"2167","SRP071758"
"2168","SRP073813"
"2169","SRP073813"
"2170","SRP048801"
"2171","SRP048759"
"2172","SRP043085"
"2173","SRP058626"
"2174","SRP073813"
"2175","SRP072693"
"2176","SRP050003"
"2177","SRP073813"
"2178","SRP067311"
"2179","SRP058351"
"2180","SRP057793"
"2181","SRP073191"
"2182","SRP052615"
"2183","SRP073813"
"2184","SRP069235"
"2185","SRP049820"
"2186","SRP064165"
"2187","SRP067311"
"2188","SRP073191"
"2189","SRP073191"
"2190","SRP058722"
"2191","SRP072494"
"2192","SRP055438"
"2193","SRP058667"
"2194","SRP062885"
"2195","SRP044668"
"2196","SRP062132"
"2197","SRP050003"
"2198","SRP057793"
"2199","SRP073447"
"2200","SRP063499"
"2201","SRP072693"
"2202","SRP066090"
"2203","SRP042228"
"2204","SRP045225"
"2205","SRP071203"
"2206","SRP070710"
"2207","SRP042620"
"2208","SRP044668"
"2209","SRP049592"
"2210","SRP057793"
"2211","SRP057793"
"2212","SRP071758"
"2213","SRP059039"
"2214","SRP071203"
"2215","SRP071203"
"2216","SRP049097"
"2217","SRP051844"
"2218","SRP073813"
"2219","SRP068976"
"2220","SRP063499"
"2221","SRP069212"
"2222","SRP042228"
"2223","SRP065317"
"2224","SRP071203"
"2225","SRP071758"
"2226","SRP060016"
"2227","SRP051844"
"2228","SRP045126"
"2229","SRP044668"
"2230","SRP042228"
"2231","SRP071203"
"2232","SRP067311"
"2233","SRP068976"
"2234","SRP068591"
"2235","SRP066571"
"2236","SRP042620"
"2237","SRP057793"
"2238","SRP050272"
"2239","SRP048759"
"2240","SRP052740"
"2241","SRP052056"
"2242","SRP068976"
"2243","SRP071760"
"2244","SRP052740"
"2245","SRP048801"
"2246","SRP052740"
"2247","SRP048683"
"2248","SRP045225"
"2249","SRP048801"
"2250","SRP049592"
"2251","SRP064478"
"2252","SRP047122"
"2253","SRP064165"
"2254","SRP048801"
"2255","SRP065317"
"2256","SRP042228"
"2257","SRP051844"
"2258","SRP045645"
"2259","SRP047122"
"2260","SRP052056"
"2261","SRP052896"
"2262","SRP071203"
"2263","SRP057793"
"2264","SRP056477"
"2265","SRP065812"
"2266","SRP063006"
"2267","SRP042228"
"2268","SRP045500"
"2269","SRP065193"
"2270","SRP042620"
"2271","SRP049592"
"2272","SRP052056"
"2273","SRP063499"
"2274","SRP062966"
"2275","SRP071203"
"2276","SRP057793"
"2277","SRP048801"
"2278","SRP042620"
"2279","SRP056477"
"2280","SRP051844"
"2281","SRP042228"
"2282","SRP071758"
"2283","SRP057793"
"2284","SRP042228"
"2285","SRP048801"
"2286","SRP050272"
"2287","SRP069235"
"2288","SRP044668"
"2289","SRP042228"
"2290","SRP055835"
"2291","SRP049333"
"2292","SRP052740"
"2293","SRP051844"
"2294","SRP052896"
"2295","SRP048801"
"2296","SRP071758"
"2297","SRP049408"
"2298","SRP062966"
"2299","SRP062966"
"2300","SRP071203"
"2301","SRP055835"
"2302","SRP073813"
"2303","SRP048801"
"2304","SRP057793"
"2305","SRP051844"
"2306","SRP062966"
"2307","SRP073813"
"2308","SRP042228"
"2309","SRP047122"
"2310","SRP063499"
"2311","SRP072693"
"2312","SRP048801"
"2313","SRP072693"
"2314","SRP057793"
"2315","SRP055438"
"2316","SRP050003"
"2317","SRP050272"
"2318","SRP068976"
"2319","SRP073813"
"2320","SRP073447"
"2321","SRP065193"
"2322","SRP057793"
"2323","SRP049097"
"2324","SRP065812"
"2325","SRP073813"
"2326","SRP051825"
"2327","SRP057793"
"2328","SRP065812"
"2329","SRP068976"
"2330","SRP060205"
"2331","SRP048801"
"2332","SRP057793"
"2333","SRP073813"
"2334","SRP059039"
"2335","SRP048759"
"2336","SRP045225"
"2337","SRP069235"
"2338","SRP043391"
"2339","SRP049408"
"2340","SRP049408"
"2341","SRP062966"
"2342","SRP059039"
"2343","SRP059588"
"2344","SRP058722"
"2345","SRP050272"
"2346","SRP059588"
"2347","SRP052740"
"2348","SRP048801"
"2349","SRP071760"
"2350","SRP049408"
"2351","SRP048801"
"2352","SRP050335"
"2353","SRP073813"
"2354","SRP070780"
"2355","SRP073813"
"2356","SRP051825"
"2357","SRP050551"
"2358","SRP052896"
"2359","SRP066090"
"2360","SRP045225"
"2361","SRP042620"
"2362","SRP042620"
"2363","SRP073347"
"2364","SRP069212"
"2365","SRP057793"
"2366","SRP059039"
"2367","SRP048801"
"2368","SRP060205"
"2369","SRP057793"
"2370","SRP048801"
"2371","SRP071760"
"2372","SRP065317"
"2373","SRP073347"
"2374","SRP049820"
"2375","SRP052740"
"2376","SRP044668"
"2377","SRP062132"
"2378","SRP050272"
"2379","SRP068976"
"2380","SRP056477"
"2381","SRP063006"
"2382","SRP071203"
"2383","SRP064478"
"2384","SRP043085"
"2385","SRP069212"
"2386","SRP056477"
"2387","SRP073813"
"2388","SRP058667"
"2389","SRP049820"
"2390","SRP056477"
"2391","SRP057793"
"2392","SRP057793"
"2393","SRP045225"
"2394","SRP056477"
"2395","SRP071758"
"2396","SRP073813"
"2397","SRP071760"
"2398","SRP052056"
"2399","SRP048801"
"2400","SRP052740"
"2401","SRP045500"
"2402","SRP051844"
"2403","SRP071758"
"2404","SRP060205"
"2405","SRP058722"
"2406","SRP045225"
"2407","SRP044668"
"2408","SRP073813"
"2409","SRP048801"
"2410","SRP071758"
"2411","SRP068591"
"2412","SRP042620"
"2413","SRP048801"
"2414","SRP068591"
"2415","SRP073813"
"2416","SRP062132"
"2417","SRP050551"
"2418","SRP065812"
"2419","SRP072713"
"2420","SRP073347"
"2421","SRP062966"
"2422","SRP055438"
"2423","SRP042620"
"2424","SRP057793"
"2425","SRP042228"
"2426","SRP062966"
